common_name	scientific_name	afrikaans_name	image	audio	family	size	habitat	colors	common_name	scientific_name	afrikaans_name	image	audio	family	size	habitat	colors
Lilac-breasted Roller	Coracias caudatus	Gewone Troupant	https://birda.twic.pics/species/a91059d3-df99-452d-9eef-8c15689c3dd0/reference_images/Lilac-breasted_Roller.jpg	https://xeno-canto.org/sounds/uploaded/YSGTQVRQZI/XC1025394-20231004_KNP_AKaramitsos_XA40_A014C002_23100423_SLE_200HzHP_-3dBNORM.mp3	Rollers	Medium	Fynbos	['Blue', 'Purple', 'Brown']	Lilac-breasted Roller	Coracias caudatus	Gewone Troupant	https://birda.twic.pics/species/a91059d3-df99-452d-9eef-8c15689c3dd0/reference_images/Lilac-breasted_Roller.jpg	https://xeno-canto.org/sounds/uploaded/YSGTQVRQZI/XC1025394-20231004_KNP_AKaramitsos_XA40_A014C002_23100423_SLE_200HzHP_-3dBNORM.mp3	Rollers	Medium	Fynbos	['Blue', 'Purple', 'Brown']
Little Bee-eater	Merops pusillus	Kleinbyvreter	https://birda.twic.pics/species/be43697b-8003-45cb-86f0-1ca3e76de6c8/reference_images/Little_Bee-eater.jpg	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC963655-little-bee-eater-%28call%29-ManaPoolsNP%2CZIM_20241001_121541.mp3	Bee-eaters	Small	Grassland	['Green', 'Yellow', 'Orange']	Little Bee-eater	Merops pusillus	Kleinbyvreter	https://birda.twic.pics/species/be43697b-8003-45cb-86f0-1ca3e76de6c8/reference_images/Little_Bee-eater.jpg	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC963655-little-bee-eater-%28call%29-ManaPoolsNP%2CZIM_20241001_121541.mp3	Bee-eaters	Small	Grassland	['Green', 'Yellow', 'Orange']
Little Bittern	Ixobrychus minutus	Kleinrietreier (Woudapie)	https://birda.twic.pics/species/b98beb72-46a1-474d-8b8f-7114d59bfdbc/reference_images/Little_Bittern_-_Male.jpg	#N/A	Bitterns	Medium	Wetland	['Buff', 'Black']	Little Bittern	Ixobrychus minutus	Kleinrietreier (Woudapie)	https://birda.twic.pics/species/b98beb72-46a1-474d-8b8f-7114d59bfdbc/reference_images/Little_Bittern_-_Male.jpg	#N/A	Bitterns	Medium	Wetland	['Buff', 'Black']
Little Blue Heron	Egretta caerulea	Kleinbloureier	https://birda.twic.pics/species/158d8586-4cae-4d98-8850-c184aec60752/reference_images/Little_Blue_Heron_-_Adult.jpg	https://xeno-canto.org/sounds/uploaded/AMMGWAIZWI/XC878467-Little_Blue_Heron_1.mp3	Herons	Large	Wetland	['Blue', 'Grey', 'White', 'Black']	Little Blue Heron	Egretta caerulea	Kleinbloureier	https://birda.twic.pics/species/158d8586-4cae-4d98-8850-c184aec60752/reference_images/Little_Blue_Heron_-_Adult.jpg	https://xeno-canto.org/sounds/uploaded/AMMGWAIZWI/XC878467-Little_Blue_Heron_1.mp3	Herons	Large	Wetland	['Blue', 'Grey', 'White', 'Black']
Little Crake	Zapornia parva	Kleinriethaan	https://birda.twic.pics/species/61939972-74fa-40ea-a6e9-dca8edae6cf3/reference_images/Little_Crake_-_Male.jpg	https://xeno-canto.org/sounds/uploaded/WMHNJNGJCW/XC1070538-PORPAR040508b.mp3	Crakes	Small	Wetland	['Brown', 'Grey', 'Red']	Little Crake	Zapornia parva	Kleinriethaan	https://birda.twic.pics/species/61939972-74fa-40ea-a6e9-dca8edae6cf3/reference_images/Little_Crake_-_Male.jpg	https://xeno-canto.org/sounds/uploaded/WMHNJNGJCW/XC1070538-PORPAR040508b.mp3	Crakes	Small	Wetland	['Brown', 'Grey', 'Red']
Little Egret	Egretta garzetta	Kleinwitreier	https://birda.twic.pics/species/0b59c426-0d1a-44e5-b409-1abe1e7ec172/reference_images/Little_Egret.jpg	https://xeno-canto.org/sounds/uploaded/VJARXMSBTG/XC1070778-EGRGAR_cri_260105_Patures.mp3	Herons	Large	Wetland	['White', 'Black']	Little Egret	Egretta garzetta	Kleinwitreier	https://birda.twic.pics/species/0b59c426-0d1a-44e5-b409-1abe1e7ec172/reference_images/Little_Egret.jpg	https://xeno-canto.org/sounds/uploaded/VJARXMSBTG/XC1070778-EGRGAR_cri_260105_Patures.mp3	Herons	Large	Wetland	['White', 'Black']
Little Grebe	Tachybaptus ruficollis	Kleindobbertjie	https://birda.twic.pics/species/88ae48d6-7502-4272-a4d3-dbe31650a093/reference_images/Southern_Ground_Hornbill-_Male.jpg	https://xeno-canto.org/sounds/uploaded/PRVFBYIQYZ/XC989093-tachybaptus-ruficollis-6-ca%C3%B1o-travieso-10-05-2018.mp3	Grebes	Medium	Wetland	['Brown', 'Black', 'Buff']	Little Grebe	Tachybaptus ruficollis	Kleindobbertjie	https://birda.twic.pics/species/88ae48d6-7502-4272-a4d3-dbe31650a093/reference_images/Southern_Ground_Hornbill-_Male.jpg	https://xeno-canto.org/sounds/uploaded/PRVFBYIQYZ/XC989093-tachybaptus-ruficollis-6-ca%C3%B1o-travieso-10-05-2018.mp3	Grebes	Medium	Wetland	['Brown', 'Black', 'Buff']
Little Ringed Plover	Charadrius dubius	Kleinringnekstrandkiewiet	https://birda.twic.pics/species/71bc1310-d583-42a0-bf90-37262bd85708/reference_images/Little_Ringed_Plover.jpg	https://xeno-canto.org/sounds/uploaded/MCFGTDXKHO/XC1003459-seeregenpfeifrrXC.mp3	Plovers	Small	Wetland	['Brown', 'White', 'Black']	Little Ringed Plover	Charadrius dubius	Kleinringnekstrandkiewiet	https://birda.twic.pics/species/71bc1310-d583-42a0-bf90-37262bd85708/reference_images/Little_Ringed_Plover.jpg	https://xeno-canto.org/sounds/uploaded/MCFGTDXKHO/XC1003459-seeregenpfeifrrXC.mp3	Plovers	Small	Wetland	['Brown', 'White', 'Black']
Little Rush Warbler	Bradypterus baboecala	Kaapse Vleisanger	https://cdn.sabirds.app/little-shearwater/1_medium.webp	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC758526-little-rush-warbler-%28song%29-chikuni%2Cbangweulu%2CZAMBIA_20220919_103723_%5Bpb%5D.mp3	Bush-Warblers	Tiny	Wetland	['Brown', 'Buff']	Little Rush Warbler	Bradypterus baboecala	Kaapse Vleisanger	https://cdn.sabirds.app/little-shearwater/1_medium.webp	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC758526-little-rush-warbler-%28song%29-chikuni%2Cbangweulu%2CZAMBIA_20220919_103723_%5Bpb%5D.mp3	Bush-Warblers	Tiny	Wetland	['Brown', 'Buff']
Little Shearwater	Puffinus assimilis	Kleinpylstormvoël	https://cdn.sabirds.app/little-sparrowhawk/1_medium.webp	#N/A	Shearwaters	Medium	Marine	['Grey', 'Brown', 'White']	Little Shearwater	Puffinus assimilis	Kleinpylstormvoël	https://cdn.sabirds.app/little-sparrowhawk/1_medium.webp	#N/A	Shearwaters	Medium	Marine	['Grey', 'Brown', 'White']
Little Sparrowhawk	Accipiter minullus	Kleinsperwer	https://birda.twic.pics/species/0248fecb-66a8-4485-84ae-8680f72374cc/reference_images/Little_Sparrowhawk.jpg	#N/A	Hawks	Medium	Forest	['Grey', 'White', 'Orange']	Little Sparrowhawk	Accipiter minullus	Kleinsperwer	https://birda.twic.pics/species/0248fecb-66a8-4485-84ae-8680f72374cc/reference_images/Little_Sparrowhawk.jpg	#N/A	Hawks	Medium	Forest	['Grey', 'White', 'Orange']
Little Stint	Calidris minuta	Kleinstrandloper	https://birda.twic.pics/species/ea7f6253-c9ed-40d4-9023-b105eecf6f58/reference_images/Little_Stint_-_Summer.jpg	https://xeno-canto.org/sounds/uploaded/AYKHDFBYIH/XC1036791-Little-Stint-flight-call-juvenile-very-good-2025-09-07-Keyhaven-and-Pennington-Marshes,-Hampshire,-England_801_edited.mp3	Sandpipers	Small	Grassland	['Brown', 'White']	Little Stint	Calidris minuta	Kleinstrandloper	https://birda.twic.pics/species/ea7f6253-c9ed-40d4-9023-b105eecf6f58/reference_images/Little_Stint_-_Summer.jpg	https://xeno-canto.org/sounds/uploaded/AYKHDFBYIH/XC1036791-Little-Stint-flight-call-juvenile-very-good-2025-09-07-Keyhaven-and-Pennington-Marshes,-Hampshire,-England_801_edited.mp3	Sandpipers	Small	Grassland	['Brown', 'White']
Little Swift	Apus affinis	Kleinwindswael	https://birda.twic.pics/species/bdec2307-6c6a-4cdd-b23a-278b3ae2e7b7/reference_images/Little_Swift_-_Adult.jpg	https://xeno-canto.org/sounds/uploaded/YSGTQVRQZI/XC1024280-20231003_KNP_TGridley_XA60_A002C016_231003V1_CANON_SLE_400HzHP_-3dBNORM_split_comb.mp3	Swifts	Small	Rocky	['Black', 'White']	Little Swift	Apus affinis	Kleinwindswael	https://birda.twic.pics/species/bdec2307-6c6a-4cdd-b23a-278b3ae2e7b7/reference_images/Little_Swift_-_Adult.jpg	https://xeno-canto.org/sounds/uploaded/YSGTQVRQZI/XC1024280-20231003_KNP_TGridley_XA60_A002C016_231003V1_CANON_SLE_400HzHP_-3dBNORM_split_comb.mp3	Swifts	Small	Rocky	['Black', 'White']
Little Tern	Sternula albifrons	Kleinsterretjie	https://birda.twic.pics/species/ab05aab3-a6f0-4316-bbbd-c42d64e8ab8c/reference_images/Little_Tern_-_Summer.jpg	https://xeno-canto.org/sounds/uploaded/NWTKEXMKCA/XC1073747-Little-Tern_Pak-Thale.mp3	Terns	Medium	Coastal	['White', 'Yellow', 'Black']	Little Tern	Sternula albifrons	Kleinsterretjie	https://birda.twic.pics/species/ab05aab3-a6f0-4316-bbbd-c42d64e8ab8c/reference_images/Little_Tern_-_Summer.jpg	https://xeno-canto.org/sounds/uploaded/NWTKEXMKCA/XC1073747-Little-Tern_Pak-Thale.mp3	Terns	Medium	Coastal	['White', 'Yellow', 'Black']
Livingstone's Flycatcher	Erythrocercus livingstonei	Rooistertvlieëvanger	https://cdn.sabirds.app/livingstones-turaco/1_medium.webp	#N/A	Flycatchers	Tiny	Fynbos	['Brown', 'Orange', 'White']	Livingstone's Flycatcher	Erythrocercus livingstonei	Rooistertvlieëvanger	https://cdn.sabirds.app/livingstones-turaco/1_medium.webp	#N/A	Flycatchers	Tiny	Fynbos	['Brown', 'Orange', 'White']
Livingstone's Turaco	Tauraco livingstonii	Mosambiekloerie	https://birda.twic.pics/species/3445dc44-fe6b-4db4-8e0a-2c4572426d64/reference_images/Livingstones_Turaco.jpg	https://xeno-canto.org/sounds/uploaded/RFRTVEHIZX/XC985108-250124_Livingstone-sTuraco_call_StLucia_OscarCampbell.mp3	Turacos	Medium	Forest	['Green', 'Red', 'White']	Livingstone's Turaco	Tauraco livingstonii	Mosambiekloerie	https://birda.twic.pics/species/3445dc44-fe6b-4db4-8e0a-2c4572426d64/reference_images/Livingstones_Turaco.jpg	https://xeno-canto.org/sounds/uploaded/RFRTVEHIZX/XC985108-250124_Livingstone-sTuraco_call_StLucia_OscarCampbell.mp3	Turacos	Medium	Forest	['Green', 'Red', 'White']
Lizard Buzzard	Kaupifalco monogrammicus	Akkedisvalk	https://birda.twic.pics/species/23669c86-998e-425d-8231-6fce87a5653a/reference_images/Lizard_Buzzard.jpg	https://xeno-canto.org/sounds/uploaded/YIKAQIVHQJ/XC975911-25408.-Lizard-Buzzard-+-Lesser-Honeyguide---Kiyanga,-Mitooma---25-FEB-2025---1.mp3	Buzzards	Large	Woodland	['Grey', 'White', 'Black']	Lizard Buzzard	Kaupifalco monogrammicus	Akkedisvalk	https://birda.twic.pics/species/23669c86-998e-425d-8231-6fce87a5653a/reference_images/Lizard_Buzzard.jpg	https://xeno-canto.org/sounds/uploaded/YIKAQIVHQJ/XC975911-25408.-Lizard-Buzzard-+-Lesser-Honeyguide---Kiyanga,-Mitooma---25-FEB-2025---1.mp3	Buzzards	Large	Woodland	['Grey', 'White', 'Black']
Long-billed Crombec	Sylvietta rufescens	Bosveldstompstert	https://birda.twic.pics/species/996bd0c5-fe1d-4079-9108-a22a6709d169/reference_images/Long-billed_Crombec.jpg	https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/XC880497-Crombec_Long-billed1b_M3EW-1650_Manyeleti_S7_Scrub_Dawn_1stSep23.mp3	Crombecs	Tiny	Fynbos	['Grey', 'Buff', 'Green']	Long-billed Crombec	Sylvietta rufescens	Bosveldstompstert	https://birda.twic.pics/species/996bd0c5-fe1d-4079-9108-a22a6709d169/reference_images/Long-billed_Crombec.jpg	https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/XC880497-Crombec_Long-billed1b_M3EW-1650_Manyeleti_S7_Scrub_Dawn_1stSep23.mp3	Crombecs	Tiny	Fynbos	['Grey', 'Buff', 'Green']
Long-crested Eagle	Lophaetus occipitalis	Langkuifarend	https://birda.twic.pics/species/b74c4f7c-1078-42ac-afc8-85556a1584a7/reference_images/Long-crested_Eagle-_Female.jpg	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC854466-long-crested-eagle-%28call%29-mwekera%2Ckitwe%2CZAMBIA_20230910_082346_01.mp3	Eagles	Very Large	Forest	['Black', 'White']	Long-crested Eagle	Lophaetus occipitalis	Langkuifarend	https://birda.twic.pics/species/b74c4f7c-1078-42ac-afc8-85556a1584a7/reference_images/Long-crested_Eagle-_Female.jpg	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC854466-long-crested-eagle-%28call%29-mwekera%2Ckitwe%2CZAMBIA_20230910_082346_01.mp3	Eagles	Very Large	Forest	['Black', 'White']
Long-tailed Jaeger	Stercorarius longicaudus	Langstertroofmeeu	https://cdn.sabirds.app/long-tailed-paradise-whydah/1_medium.webp	https://xeno-canto.org/sounds/uploaded/TVVXDBKYFX/XC1035927-Best-of-Nome-fin-rando.mp3	Skuas	Large	Marine	['Brown', 'White', 'Grey']	Long-tailed Jaeger	Stercorarius longicaudus	Langstertroofmeeu	https://cdn.sabirds.app/long-tailed-paradise-whydah/1_medium.webp	https://xeno-canto.org/sounds/uploaded/TVVXDBKYFX/XC1035927-Best-of-Nome-fin-rando.mp3	Skuas	Large	Marine	['Brown', 'White', 'Grey']
Long-tailed Paradise Whydah	Vidua paradisaea	Gewone Paradysvink	https://birda.twic.pics/species/90af5cf0-9c1a-4447-bef6-0a882a6aff1f/reference_images/Long-tailed_Paradise_Whydah-_Male-.jpg	https://xeno-canto.org/sounds/uploaded/CDTGHVBGZP/XC278217-Eastern%20Paradise-Whydah_wing2014-12-24-1.mp3	Whydahs	Small	Woodland	['Black', 'Orange', 'Brown']	Long-tailed Paradise Whydah	Vidua paradisaea	Gewone Paradysvink	https://birda.twic.pics/species/90af5cf0-9c1a-4447-bef6-0a882a6aff1f/reference_images/Long-tailed_Paradise_Whydah-_Male-.jpg	https://xeno-canto.org/sounds/uploaded/CDTGHVBGZP/XC278217-Eastern%20Paradise-Whydah_wing2014-12-24-1.mp3	Whydahs	Small	Woodland	['Black', 'Orange', 'Brown']
Long-tailed Widowbird	Euplectes progne	Langstertflap	https://birda.twic.pics/species/55306401-2b5e-4648-b6b9-820c1ed8b2df/reference_images/Long-tailed_Widowbird-_Male-_Breed.jpg	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC958781-long-tailed-widowbird-%28display-song%29-liuwaplainNP%2CZAMBIA_20241230_064859.mp3	Widowbirds	Small	Grassland	['Black', 'Red', 'Orange']	Long-tailed Widowbird	Euplectes progne	Langstertflap	https://birda.twic.pics/species/55306401-2b5e-4648-b6b9-820c1ed8b2df/reference_images/Long-tailed_Widowbird-_Male-_Breed.jpg	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC958781-long-tailed-widowbird-%28display-song%29-liuwaplainNP%2CZAMBIA_20241230_064859.mp3	Widowbirds	Small	Grassland	['Black', 'Red', 'Orange']
Long-toed Lapwing	Vanellus crassirostris	Witvlerkkiewiet	https://birda.twic.pics/species/8834985b-7ce6-4179-bbd1-0ddfab5eb86d/reference_images/Long-toed_Lapwing.jpg	https://xeno-canto.org/sounds/uploaded/YIKAQIVHQJ/XC1053220-6497.-Long-toed-Lapwing---Lutembe-Bay---08-Nov-2025---2.mp3	Lapwings	Medium	Wetland	['Black', 'White', 'Red']	Long-toed Lapwing	Vanellus crassirostris	Witvlerkkiewiet	https://birda.twic.pics/species/8834985b-7ce6-4179-bbd1-0ddfab5eb86d/reference_images/Long-toed_Lapwing.jpg	https://xeno-canto.org/sounds/uploaded/YIKAQIVHQJ/XC1053220-6497.-Long-toed-Lapwing---Lutembe-Bay---08-Nov-2025---2.mp3	Lapwings	Medium	Wetland	['Black', 'White', 'Red']
Long-toed Stint	Calidris subminuta	Langtoonstrandloper	https://birda.twic.pics/species/abb9007e-480b-4e8b-92bc-24c74186c620/reference_images/Long-toed_Stint-_Breeding.jpg	https://xeno-canto.org/sounds/uploaded/AYKHDFBYIH/XC1069308-Long-toed-Stint-call-very-good-2024-11-07-Bang-Khaem-aquaculture-ponds,-Nakhon-Pathom,-Thailand_044_edited.mp3	Sandpipers	Small	Wetland	['Brown', 'Grey', 'White']	Long-toed Stint	Calidris subminuta	Langtoonstrandloper	https://birda.twic.pics/species/abb9007e-480b-4e8b-92bc-24c74186c620/reference_images/Long-toed_Stint-_Breeding.jpg	https://xeno-canto.org/sounds/uploaded/AYKHDFBYIH/XC1069308-Long-toed-Stint-call-very-good-2024-11-07-Bang-Khaem-aquaculture-ponds,-Nakhon-Pathom,-Thailand_044_edited.mp3	Sandpipers	Small	Wetland	['Brown', 'Grey', 'White']
Ludwig's Bustard	Neotis ludwigii	Ludwigse Pou	https://birda.twic.pics/species/52fab9c8-9155-44d4-876e-8c5107ac27f8/reference_images/Ludwigs_Bustard-_Male.jpg	https://xeno-canto.org/sounds/uploaded/SGLTZLDXYI/XC758156-Ludwig-s-Bustard-boop-better.mp3	Bustards	Very Large	Fynbos	['Brown', 'Grey', 'White']	Ludwig's Bustard	Neotis ludwigii	Ludwigse Pou	https://birda.twic.pics/species/52fab9c8-9155-44d4-876e-8c5107ac27f8/reference_images/Ludwigs_Bustard-_Male.jpg	https://xeno-canto.org/sounds/uploaded/SGLTZLDXYI/XC758156-Ludwig-s-Bustard-boop-better.mp3	Bustards	Very Large	Fynbos	['Brown', 'Grey', 'White']
Macaroni Penguin	Eudyptes chrysolophus	Langkuifpikkewyn	https://birda.twic.pics/species/96b10eec-6bb4-486b-b40b-8a79e9761f45/reference_images/Macaroni_Penguin.jpg	https://xeno-canto.org/sounds/uploaded/RDBQTCTEUE/XC864004-Macaroni_KERGUELEN_CanonDesSourcilsNoirs_adultesetPoussin_2022_5.mp3	Penguins	Very Large	Marine	['Black', 'White', 'Yellow']	Macaroni Penguin	Eudyptes chrysolophus	Langkuifpikkewyn	https://birda.twic.pics/species/96b10eec-6bb4-486b-b40b-8a79e9761f45/reference_images/Macaroni_Penguin.jpg	https://xeno-canto.org/sounds/uploaded/RDBQTCTEUE/XC864004-Macaroni_KERGUELEN_CanonDesSourcilsNoirs_adultesetPoussin_2022_5.mp3	Penguins	Very Large	Marine	['Black', 'White', 'Yellow']
Maccoa Duck	Oxyura maccoa	Bloubekeend	https://cdn.sabirds.app/madagascar-cuckoo/1_medium.webp	https://xeno-canto.org/sounds/uploaded/SGLTZLDXYI/XC434525-Maccoa%20Duck%20male%20displaying%20and%20calling%20edited%20again.mp3	Ducks	Large	Wetland	['Brown', 'Blue']	Maccoa Duck	Oxyura maccoa	Bloubekeend	https://cdn.sabirds.app/madagascar-cuckoo/1_medium.webp	https://xeno-canto.org/sounds/uploaded/SGLTZLDXYI/XC434525-Maccoa%20Duck%20male%20displaying%20and%20calling%20edited%20again.mp3	Ducks	Large	Wetland	['Brown', 'Blue']
Madagascar Cuckoo	Cuculus rochii	Madagaskarkoekoek	https://cdn.sabirds.app/madagascar-pratincole/1_medium.webp	https://xeno-canto.org/sounds/uploaded/YTUXOCTUEM/XC1066181-Cuculus_-rochii-FL-X-song-Ankarafantsika-NP-9Nov25-5.34am-LS119964a.mp3	Cuckoos	Medium	Forest	['Grey', 'Brown', 'Black']	Madagascar Cuckoo	Cuculus rochii	Madagaskarkoekoek	https://cdn.sabirds.app/madagascar-pratincole/1_medium.webp	https://xeno-canto.org/sounds/uploaded/YTUXOCTUEM/XC1066181-Cuculus_-rochii-FL-X-song-Ankarafantsika-NP-9Nov25-5.34am-LS119964a.mp3	Cuckoos	Medium	Forest	['Grey', 'Brown', 'Black']
Madagascar Pratincole	Glareola ocularis	Brilwewer	https://birda.twic.pics/species/da33fa20-4dec-4b42-9013-ce33e9233b4b/reference_images/Rock_Pratincole.jpg	#N/A	Pratincoles	Medium	Coastal	['Brown', 'Cream', 'Black']	Madagascar Pratincole	Glareola ocularis	Brilwewer	https://birda.twic.pics/species/da33fa20-4dec-4b42-9013-ce33e9233b4b/reference_images/Rock_Pratincole.jpg	#N/A	Pratincoles	Medium	Coastal	['Brown', 'Cream', 'Black']
Magpie Mannikin	Spermestes fringilloides	Dikbekfret	https://cdn.sabirds.app/magpie-shrike/1_medium.webp	https://xeno-canto.org/sounds/uploaded/YIKAQIVHQJ/XC1063850-2MM05037_20251023_180802.mp3	Mannikins	Small	Forest	['Black', 'White', 'Brown']	Magpie Mannikin	Spermestes fringilloides	Dikbekfret	https://cdn.sabirds.app/magpie-shrike/1_medium.webp	https://xeno-canto.org/sounds/uploaded/YIKAQIVHQJ/XC1063850-2MM05037_20251023_180802.mp3	Mannikins	Small	Forest	['Black', 'White', 'Brown']
Magpie Shrike	Urolestes melanoleucus	Langstertlaksman	https://birda.twic.pics/species/77519da8-d1ab-435d-9aa7-a79b224c5e45/reference_images/Magpie_Shrike.jpg	#N/A	Shrikes	Medium	Woodland	['Black', 'White']	Magpie Shrike	Urolestes melanoleucus	Langstertlaksman	https://birda.twic.pics/species/77519da8-d1ab-435d-9aa7-a79b224c5e45/reference_images/Magpie_Shrike.jpg	#N/A	Shrikes	Medium	Woodland	['Black', 'White']
Malachite Kingfisher	Corythornis cristatus	Kuifkopvisvanger	https://birda.twic.pics/species/04e3c651-4d1a-4cbd-9291-24d035a9297f/reference_images/Malachite_Kingfisher.jpg	https://xeno-canto.org/sounds/uploaded/DNKBTPCMSQ/XC429330-Kingfisher%20Malachite%20Mazvikadei%20180602-100912.mp3	Kingfishers	Small	Wetland	['Blue', 'Orange', 'White']	Malachite Kingfisher	Corythornis cristatus	Kuifkopvisvanger	https://birda.twic.pics/species/04e3c651-4d1a-4cbd-9291-24d035a9297f/reference_images/Malachite_Kingfisher.jpg	https://xeno-canto.org/sounds/uploaded/DNKBTPCMSQ/XC429330-Kingfisher%20Malachite%20Mazvikadei%20180602-100912.mp3	Kingfishers	Small	Wetland	['Blue', 'Orange', 'White']
Malachite Sunbird	Nectarinia famosa	Jangroentjie	https://birda.twic.pics/species/c74caa0c-ae6c-45bb-aeaa-6033e138a782/reference_images/Malachite_Sunbird-_Male.jpg	https://xeno-canto.org/sounds/uploaded/GQMCPIVNXX/XC429105-Malachite%20Sunbird4.mp3	Sunbirds	Tiny	Fynbos	['Green', 'Yellow']	Malachite Sunbird	Nectarinia famosa	Jangroentjie	https://birda.twic.pics/species/c74caa0c-ae6c-45bb-aeaa-6033e138a782/reference_images/Malachite_Sunbird-_Male.jpg	https://xeno-canto.org/sounds/uploaded/GQMCPIVNXX/XC429105-Malachite%20Sunbird4.mp3	Sunbirds	Tiny	Fynbos	['Green', 'Yellow']
Malagasy Pond Heron	Ardeola idae	Madagaskar-ralreier	https://birda.twic.pics/species/0e58e11a-e1d0-4877-8a6d-f9b494746a9a/reference_images/Malagasy_Pond_Heron-_Breeding.jpg	https://xeno-canto.org/sounds/uploaded/LELYWQKUZX/XC976760-Ardeola-idae-050_30.01.-Fort-Dafin,---Vangaindrano,-дорога,-45-км,-Ebakika,-болото,-15-30,-АА.mp3	Herons	Large	Wetland	['Grey', 'White', 'Black']	Malagasy Pond Heron	Ardeola idae	Madagaskar-ralreier	https://birda.twic.pics/species/0e58e11a-e1d0-4877-8a6d-f9b494746a9a/reference_images/Malagasy_Pond_Heron-_Breeding.jpg	https://xeno-canto.org/sounds/uploaded/LELYWQKUZX/XC976760-Ardeola-idae-050_30.01.-Fort-Dafin,---Vangaindrano,-дорога,-45-км,-Ebakika,-болото,-15-30,-АА.mp3	Herons	Large	Wetland	['Grey', 'White', 'Black']
Mallard	Anas platyrhynchos	Groenkopeend	https://birda.twic.pics/species/4da1099c-41bf-43b5-a6bc-944dbcf2f8a7/reference_images/Mallard.jpg	https://xeno-canto.org/sounds/uploaded/ETEGTCNTLW/XC1035831-Sinisorsa.mp3	Ducks	Large	Wetland	['Brown', 'Green', 'White']	Mallard	Anas platyrhynchos	Groenkopeend	https://birda.twic.pics/species/4da1099c-41bf-43b5-a6bc-944dbcf2f8a7/reference_images/Mallard.jpg	https://xeno-canto.org/sounds/uploaded/ETEGTCNTLW/XC1035831-Sinisorsa.mp3	Ducks	Large	Wetland	['Brown', 'Green', 'White']
Mangrove Kingfisher	Halcyon senegaloides	Manglietvisvanger	https://birda.twic.pics/species/59c68212-ca10-45b3-8a37-fc74ef0d55c1/reference_images/Mangrove_Kingfisher.jpg	https://xeno-canto.org/sounds/uploaded/FAMEEAPTYE/XC755902-Mangrove-kf-657.mp3	Kingfishers	Medium	Wetland	['Blue', 'Grey', 'Red']	Mangrove Kingfisher	Halcyon senegaloides	Manglietvisvanger	https://birda.twic.pics/species/59c68212-ca10-45b3-8a37-fc74ef0d55c1/reference_images/Mangrove_Kingfisher.jpg	https://xeno-canto.org/sounds/uploaded/FAMEEAPTYE/XC755902-Mangrove-kf-657.mp3	Kingfishers	Medium	Wetland	['Blue', 'Grey', 'Red']
Manx Shearwater	Puffinus puffinus	Swartbekpylstormvoël	https://birda.twic.pics/species/746cc52b-cbf3-4fc2-b368-a3aa6b0a65f8/reference_images/Manx_Shearwater.jpg	https://xeno-canto.org/sounds/uploaded/SDPCHKOHRH/XC1042606-Tue-Jul-29-2025-00-36-30-Puffin-des-anglais-femelle-nocmig-A.mp3	Shearwaters	Large	Marine	['Grey', 'Brown', 'White']	Manx Shearwater	Puffinus puffinus	Swartbekpylstormvoël	https://birda.twic.pics/species/746cc52b-cbf3-4fc2-b368-a3aa6b0a65f8/reference_images/Manx_Shearwater.jpg	https://xeno-canto.org/sounds/uploaded/SDPCHKOHRH/XC1042606-Tue-Jul-29-2025-00-36-30-Puffin-des-anglais-femelle-nocmig-A.mp3	Shearwaters	Large	Marine	['Grey', 'Brown', 'White']
